0.0,0.0,10.0
0.0,20.0,11.337128
0.0,40.0,10.008087
0.0,60.0,9.966888
0.0,80.0,8.700104
0.0,100.0,12.552338
0.0,120.0,7.0924377
0.0,140.0,11.4756775
0.0,160.0,6.238861
0.0,180.0,6.1473083
0.0,200.0,8.546295
0.0,220.0,10.128937
0.0,240.0,9.930115
0.0,260.0,8.775787
0.0,280.0,12.127228
0.0,300.0,6.3500977
0.0,320.0,11.86264
0.0,340.0,9.992676
0.0,360.0,6.9999695
0.0,380.0,12.890778
0.0,400.0,7.7027893
0.0,420.0,9.893494
0.0,440.0,11.2335205
0.0,460.0,8.075562
0.0,480.0,9.452057
0.0,500.0,9.291992
0.0,520.0,11.931305
0.0,540.0,8.27652
0.0,560.0,10.762634
0.0,580.0,8.06366
0.0,600.0,12.465668
0.0,620.0,9.416199
0.0,640.0,11.199951
0.0,660.0,8.667145
0.0,680.0,8.453674
0.0,700.0,10.840912
0.0,720.0,7.620697
0.0,740.0,12.702026
0.0,760.0,9.36203
0.0,780.0,9.228821
0.0,800.0,10.128784
0.0,820.0,10.682831
0.0,840.0,9.520569
0.0,860.0,10.458374
0.0,880.0,10.176392
0.0,900.0,9.743042
0.0,920.0,9.189911
0.0,940.0,10.912476
0.0,960.0,9.106445
0.0,980.0,10.910339
0.0,1000.0,9.234772
20.0,0.0,11.337128
20.0,20.0,10.008087
20.0,40.0,9.966888
20.0,60.0,8.700104
20.0,80.0,12.552338
20.0,100.0,7.0924377
20.0,120.0,11.4756775
20.0,140.0,6.238861
20.0,160.0,6.1473083
20.0,180.0,8.546295
20.0,200.0,10.128937
20.0,220.0,9.930115
20.0,240.0,8.775787
20.0,260.0,12.127228
20.0,280.0,6.3500977
20.0,300.0,11.86264
20.0,320.0,9.992676
20.0,340.0,6.9999695
20.0,360.0,12.890778
20.0,380.0,7.7027893
20.0,400.0,9.893494
20.0,420.0,11.2335205
20.0,440.0,8.075562
20.0,460.0,9.452057
20.0,480.0,9.291992
20.0,500.0,11.931305
20.0,520.0,8.27652
20.0,540.0,10.762634
20.0,560.0,8.06366
20.0,580.0,12.465668
20.0,600.0,9.416199
20.0,620.0,11.199951
20.0,640.0,8.667145
20.0,660.0,8.453674
20.0,680.0,10.840912
20.0,700.0,7.620697
20.0,720.0,12.702026
20.0,740.0,9.36203
20.0,760.0,9.228821
20.0,780.0,10.128784
20.0,800.0,10.682831
20.0,820.0,9.520569
20.0,840.0,10.458374
20.0,860.0,10.176392
20.0,880.0,9.743042
20.0,900.0,9.189911
20.0,920.0,10.912476
20.0,940.0,9.106445
20.0,960.0,10.910339
20.0,980.0,9.234772
20.0,1000.0,10.0
40.0,0.0,10.008087
40.0,20.0,9.966888
40.0,40.0,8.700104
40.0,60.0,12.552338
40.0,80.0,7.0924377
40.0,100.0,11.4756775
40.0,120.0,6.238861
40.0,140.0,6.1473083
40.0,160.0,8.546295
40.0,180.0,10.128937
40.0,200.0,9.930115
40.0,220.0,8.775787
40.0,240.0,12.127228
40.0,260.0,6.3500977
40.0,280.0,11.86264
40.0,300.0,9.992676
40.0,320.0,6.9999695
40.0,340.0,12.890778
40.0,360.0,7.7027893
40.0,380.0,9.893494
40.0,400.0,11.2335205
40.0,420.0,8.075562
40.0,440.0,9.452057
40.0,460.0,9.291992
40.0,480.0,11.931305
40.0,500.0,8.27652
40.0,520.0,10.762634
40.0,540.0,8.06366
40.0,560.0,12.465668
40.0,580.0,9.416199
40.0,600.0,11.199951
40.0,620.0,8.667145
40.0,640.0,8.453674
40.0,660.0,10.840912
40.0,680.0,7.620697
40.0,700.0,12.702026
40.0,720.0,9.36203
40.0,740.0,9.228821
40.0,760.0,10.128784
40.0,780.0,10.682831
40.0,800.0,9.520569
40.0,820.0,10.458374
40.0,840.0,10.176392
40.0,860.0,9.743042
40.0,880.0,9.189911
40.0,900.0,10.912476
40.0,920.0,9.106445
40.0,940.0,10.910339
40.0,960.0,9.234772
40.0,980.0,10.0
40.0,1000.0,11.337128
60.0,0.0,9.966888
60.0,20.0,8.700104
60.0,40.0,12.552338
60.0,60.0,7.0924377
60.0,80.0,11.4756775
60.0,100.0,6.238861
60.0,120.0,6.1473083
60.0,140.0,8.546295
60.0,160.0,10.128937
60.0,180.0,9.930115
60.0,200.0,8.775787
60.0,220.0,12.127228
60.0,240.0,6.3500977
60.0,260.0,11.86264
60.0,280.0,9.992676
60.0,300.0,6.9999695
60.0,320.0,12.890778
60.0,340.0,7.7027893
60.0,360.0,9.893494
60.0,380.0,11.2335205
60.0,400.0,8.075562
60.0,420.0,9.452057
